4/4/1997 5:09,4/4/1997 5:25,280,72,185,96,3.1,285,not a halo cme,26,TRUE,TRUE,,,
4/4/1997 18:57,4/4/1997 16:33,95,41,206,211,-0.7,90,not a halo cme,8,TRUE,TRUE,,,
4/7/1997 6:26,4/7/1997 3:05,320,>143,145,146,-0.1,319,partial halo cme,13,TRUE,TRUE,Partial Halo,,
4/7/1997 14:27,4/7/1997 13:55,Halo,360,878,850,3.3,123,halo cme,8,TRUE,TRUE,,,
4/9/1997 12:06,4/9/1997 10:59,277,63,485,451,3.2,263,not a halo cme,9,TRUE,TRUE,,,
4/11/1997 2:06,4/10/1997 20:44,96,41,155,166,-1.2,99,not a halo cme,5,TRUE,TRUE,,,
4/13/1997 23:54,4/13/1997 22:54,258,43,598,366,84.3,252,not a halo cme,4,TRUE,TRUE,,,
4/14/1997 17:14,4/14/1997 15:39,256,33,399,459,-6.8,255,not a halo cme,4,TRUE,TRUE,,,
4/14/1997 19:55,4/14/1997 19:59,275,74,658,676,-10.7,250,not a halo cme,4,TRUE,TRUE,,,
4/16/1997 1:34,4/15/1997 23:51,256,41,325,313,0.9,264,not a halo cme,9,TRUE,TRUE,,,
4/16/1997 7:35,4/16/1997 4:32,103,113,87,0,4.6,89,not a halo cme,16,TRUE,TRUE,,,
4/20/1997 19:45,4/20/1997 17:26,272,48,303,188,14.9,274,not a halo cme,5,TRUE,TRUE,,,
4/22/1997 22:57,4/22/1997 19:30,63,33,176,170,0.7,75,not a halo cme,4,TRUE,TRUE,,,
4/23/1997 5:30,4/23/1997 4:04,76,45,634,598,3,71,not a halo cme,8,TRUE,TRUE,,,
4/27/1997 0:31,4/26/1997 22:43,250,187,399,425,-2.4,267,partial halo cme,8,TRUE,TRUE,Partial Halo,,
4/27/1997 10:26,4/27/1997 7:35,Halo,360,280,288,-0.5,268,halo cme,10,TRUE,TRUE,,,
4/27/1997 14:59,4/27/1997 12:14,Halo,360,255,324,-4.9,270,halo cme,9,TRUE,TRUE,,,
4/30/1997 4:50,4/30/1997 3:00,84,71,286,280,0.4,81,not a halo cme,11,TRUE,TRUE,,,
5/1/1997 0:43,4/30/1997 18:46,278,22,156,159,-0.3,272,not a halo cme,4,TRUE,TRUE,,,
5/1/1997 3:54,5/1/1997 2:19,81,71,205,121,4.3,90,not a halo cme,13,TRUE,TRUE,,,
5/2/1997 0:40,5/1/1997 23:16,75,97,343,309,3,88,not a halo cme,5,TRUE,TRUE,,,
5/2/1997 4:50,5/2/1997 2:05,262,60,211,199,1,260,not a halo cme,5,TRUE,TRUE,,,
5/4/1997 22:57,5/4/1997 20:26,88,51,202,232,-5.4,89,not a halo cme,5,TRUE,TRUE,,,
5/5/1997 6:30,5/5/1997 6:19,87,55,395,16,22.5,84,not a halo cme,12,TRUE,TRUE,,,
5/7/1997 10:26,5/7/1997 7:19,269,56,234,243,-1.9,270,not a halo cme,4,TRUE,TRUE,,,
